"","origin","destination","dist_num","dist_txt","time_secs","time_mins","time_hours","time_txt","return_stat","status","error_message","input_url"
"163","Sandgate QLD 4017, Australia","Brisbane QLD, Australia",23.41,"23.4 km",1975,32.92,0.55,"33 mins","OK","OK","","https://maps.googleapis.com/maps/api/distancematrix/json?origins=Sandgate%2c%20Qld%2c%20Australia&destinations=Brisbane%2c%20Qld%2c%20Australia&units=metric&mode=driving&language=en-EN&key="
"164","Carindale QLD 4152, Australia","Brisbane QLD, Australia",12.74,"12.7 km",1260,21,0.35,"21 mins","OK","OK","","https://maps.googleapis.com/maps/api/distancematrix/json?origins=Carindale%2c%20Qld%2c%20Australia&destinations=Brisbane%2c%20Qld%2c%20Australia&units=metric&mode=driving&language=en-EN&key="
"165","Holland St, Greenslopes QLD 4120, Australia","Brisbane QLD, Australia",6.14,"6.1 km",639,10.65,0.18,"11 mins","OK","OK","","https://maps.googleapis.com/maps/api/distancematrix/json?origins=Holland%20Park%20-%20Yeronga%2c%20Qld%2c%20Australia&destinations=Brisbane%2c%20Qld%2c%20Australia&units=metric&mode=driving&language=en-EN&key="
"166","Mount Gravatt QLD 4122, Australia","Brisbane QLD, Australia",10.14,"10.1 km",849,14.15,0.24,"14 mins","OK","OK","","https://maps.googleapis.com/maps/api/distancematrix/json?origins=Mt%20Gravatt%2c%20Qld%2c%20Australia&destinations=Brisbane%2c%20Qld%2c%20Australia&units=metric&mode=driving&language=en-EN&key="
"167","Nathan QLD 4111, Australia","Brisbane QLD, Australia",12.9,"12.9 km",928,15.47,0.26,"15 mins","OK","OK","","https://maps.googleapis.com/maps/api/distancematrix/json?origins=Nathan%2c%20Qld%2c%20Australia&destinations=Brisbane%2c%20Qld%2c%20Australia&units=metric&mode=driving&language=en-EN&key="
"168","17-37 Colebard St E, Acacia Ridge QLD 4110, Australia","Brisbane QLD, Australia",15.74,"15.7 km",1478,24.63,0.41,"25 mins","OK","OK","","https://maps.googleapis.com/maps/api/distancematrix/json?origins=Rocklea%20-%20Acacia%20Ridge%2c%20Qld%2c%20Australia&destinations=Brisbane%2c%20Qld%2c%20Australia&units=metric&mode=driving&language=en-EN&key="
"169","Sunnybank QLD 4109, Australia","Brisbane QLD, Australia",14.22,"14.2 km",1052,17.53,0.29,"18 mins","OK","OK","","https://maps.googleapis.com/maps/api/distancematrix/json?origins=Sunnybank%2c%20Qld%2c%20Australia&destinations=Brisbane%2c%20Qld%2c%20Australia&units=metric&mode=driving&language=en-EN&key="
"170","Centenary Heights QLD 4350, Australia","Brisbane QLD, Australia",125.49,"125 km",5728,95.47,1.59,"1 hour 35 mins","OK","OK","","https://maps.googleapis.com/maps/api/distancematrix/json?origins=Centenary%2c%20Qld%2c%20Australia&destinations=Brisbane%2c%20Qld%2c%20Australia&units=metric&mode=driving&language=en-EN&key="
"171","3666 Moggill Rd, Moggill QLD 4070, Australia","Brisbane QLD, Australia",23.83,"23.8 km",2058,34.3,0.57,"34 mins","OK","OK","","https://maps.googleapis.com/maps/api/distancematrix/json?origins=Kenmore%20-%20Brookfield%20-%20Moggill%2c%20Qld%2c%20Australia&destinations=Brisbane%2c%20Qld%2c%20Australia&units=metric&mode=driving&language=en-EN&key="
"172","Shop 5 699 Sherwood Road, Sherwood Court, Sherwood QLD 4075, Australia","Brisbane QLD, Australia",11.46,"11.5 km",1341,22.35,0.37,"22 mins","OK","OK","","https://maps.googleapis.com/maps/api/distancematrix/json?origins=Sherwood%20-%20Indooroopilly%2c%20Qld%2c%20Australia&destinations=Brisbane%2c%20Qld%2c%20Australia&units=metric&mode=driving&language=en-EN&key="
"173","974 Waterworks Rd, The Gap QLD 4061, Australia","Brisbane QLD, Australia",9.89,"9.9 km",1087,18.12,0.3,"18 mins","OK","OK","","https://maps.googleapis.com/maps/api/distancematrix/json?origins=The%20Gap%20-%20Enoggera%2c%20Qld%2c%20Australia&destinations=Brisbane%2c%20Qld%2c%20Australia&units=metric&mode=driving&language=en-EN&key="
"174","Inner City Bypass, Queensland, Australia","Brisbane QLD, Australia",8.83,"8.8 km",814,13.57,0.23,"14 mins","OK","OK","","https://maps.googleapis.com/maps/api/distancematrix/json?origins=Brisbane%20Inner%2c%20Qld%2c%20Australia&destinations=Brisbane%2c%20Qld%2c%20Australia&units=metric&mode=driving&language=en-EN&key="
"175","182 Riding Rd, Balmoral QLD 4171, Australia","Brisbane QLD, Australia",7.64,"7.6 km",936,15.6,0.26,"16 mins","OK","OK","","https://maps.googleapis.com/maps/api/distancematrix/json?origins=Brisbane%20Inner%20-%20East%2c%20Qld%2c%20Australia&destinations=Brisbane%2c%20Qld%2c%20Australia&units=metric&mode=driving&language=en-EN&key="
"176","162 Alfred St, Fortitude Valley QLD 4006, Australia","Brisbane QLD, Australia",2.66,"2.7 km",704,11.73,0.2,"12 mins","OK","OK","","https://maps.googleapis.com/maps/api/distancematrix/json?origins=Brisbane%20Inner%20-%20North%2c%20Qld%2c%20Australia&destinations=Brisbane%2c%20Qld%2c%20Australia&units=metric&mode=driving&language=en-EN&key="
